O : à ASCO:t (dit avec dérision) (RIRE) <P1,L1> 
S : [ 1 <all<ouin mais moi m’as faire du sirop>> pour moi-même [ 2 pour euh: [ 3 le tour du monde ici (en ouvrant sa main vers l’extérieur comme pour désigner l’ensemble des personnes dont il parle) pis euh: [ 4 that’s it (en hochant la tête négativement) <P96,L14> 
Y : [ 2 (il hoche la tête affirmativement) <P96,L15> 
O : [ 3 ah ouin <P96,L16> 
O : [ 4 t’allumes le [ 5 feu une fois de temps en {temps;Ø}<P97,L1> 
Y : [ 5 toute la tubulure est à [ 6 (inaud.) (en inclinant la tête vers la droite comme pour désigner la tubulure dont il parle) <P97,L2> 
S : [ 6 ah non il y a plus rien <P97,L3> 
Y : ok ok (en levant le menton comme en signe d’acquiescement) <P97,L4> 
S : [ 1 j’ai plus (inaud.) <P97,L5> 
O : [ 1 lui c’est tout à la chaudière/ là/ <P97,L6> 
S : c’est ça il faut que [ 1 j’aille chez le cousin à mon père à voir s’il y aurait des chaudi- si lui avait des chaudières/ <P97,L7> 
Y : [ 1 il y a plus il y a plus de tubulures euh {rien;Ø} (en hochant la tête négativement) (il hoche la tête affirmativement) <P97,L8> 
O : <all<je serais capable de t’en avoir [ 1 des chaudières>> 0:07:27.0) <P97,L9> 
S : [ 1m’as [ 2 aller voir si sont pas trop maganées (en faisant pivoter sa main comme en signe d’approximation) <P97,L10> 
Y : [ 2 regarde ils les: donnent pas astheure là {ostie;oublie ça} <P97,L11> 
S : [ 1 ça coûte cher en tabarnaque <P97,L12> 
O : [ 1moi je serais capable <P97,L13> 
Y : ouin ils les [ 1 donnent plus ils les donnent pas <P97,L14> 
O : [ 1 ah je euh: le beau-père (en levant le menton comme pour désigner la personne dont il parle) il a un trailer ben plein <P97,L15> 
S : ah [ 1 ouin/ <P97,L16> 
Y : [ 1 ils les donnent pas en ostie <P97,L17> 
S : crisse (.) [ 1 heille <P97,L18> 
O : [ 1 t’sais à euh où sa cabane à sucre/ [ 2 je sais pas trop il y a comme un trailer blanc/ là (en déplaçant sa main devant lui comme pour représenter le trailer dont il parle) <P97,L19> 
S : [ 2 ouin/ <P97,L20> 
Y : (il hoche la tête affirmativement) <P98,L1> 
O : ça a l’air c’est ben plein de chaudières <P98,L2> 
S : [ 1OUH <P98,L3> 
Y : [ 1 crisse (.) [ 2 on: va aller faire un tour là un soir (en hochant la tête affirmativement) <P98,L4> 
S : [ 2 <f<tabarnaque>> <P98,L5> 
S : demandes-y/ (.) [ 1 demandes-y/ je veux juste lui emprunter/ <P98,L6> 
O : [ 1 ben oui (en rentrant son menton dans son cou comme pour exprimer la possibilité) je vas lui en parler/ là <P98,L7> 
O : parce que je sais/ que lui itou il avait déjà parlé d’essayer de faire remettre en marche/ mais (il lève sa main comme pour exprimer son impuissance) heille/ euh: une cabane à sucre quand tu dis que tu fais met- (en donnant un coup avec le tranchant de la main comme pour exprimer une prise de décision) tu fais virer ça là/ faut pas que tu travailles ailleurs là (en hochant la tête négativement) <P98,L8> 
Y : non non (en pointant Oscar avec l’index comme pour attirer son attention sur ses propos) [ 1 pendant le temps des sucres c’est s- [ 2 {congé;(inaud.) t’as juste ça dans (en levant sa main ouverte et en la déplaçant de gauche à droite comme pour exprimer qu’il n’y a rien d’autre) <P98,L9> 
O : [ 1 t’sais ta t- <P98,L10> 
O : [ 2 t’sais <P98,L11> 
O : tu vas pas courir l’érable aux trois jours/ là tu y vas à tous les jours/ [ 1 là/ (0:08:00.1) <P98,L12> 
S : [ 1 (inaud.) <P98,L13> 
Y : [ 1 ouin mais pis tout seul courir des érables tu peux pas faire bouillir en même temps (en hochant la tête négativement) (.) [ 2 <f<ça te prend:: [ 3 ça te prend une couple d’heures (en dessinant un cercle sur la table avec son doigt comme pour représenter la collecte de l’eau d’érable dont il parle) à courir>> <P98,L14> 
O : [ 2 non non mais lui lui là-bas il en a peut-être ben cinq cents <P98,L15> 
S : [ 3 ah nous-autres on court/ pis après ça on fait on (en inclinant la tête vers la gauche comme pour désigner l’endroit dont il parle) heille [ 4 j’ai j’ai (en regardant vers le haut comme pour exprimer qu’il réfléchit) <P98,L16> 
Y : [ 4 ouin c’est ça/ <P99,L1> 
S : je peux stocker (en levant son index comme pour attirer l’attention sur ses propos) deux mille galons d’eau là <P99,L2> 
Y : ouin mais tu la [ 1 tires pas euh trois jours de temps/ là <P99,L3> 
O : [ 1 ouin mais faut que tu la fasses bouillir pareil là <P99,L4> 
Y : [ 1 l’eau/ <P99,L5> 
S : [ 1 ben je peux pas trop heille↑ (en ouvrant sa main comme en signe d’impuissance) j’ai un zle Champion c’est un sept casseroles là (.) [ 2 il en a long là f- ça en prend de l’eau en tabarnaque (en pointant son pouce par-dessus son épaule comme pour désigner l’endroit dont il parle) <P99,L6> 
Y : [ 2 (il hoche la tête affirmativement) <P99,L7> 
Y : ouin c’est sûr (en inclinant la tête vers la gauche comme pour acquiescer aux propos de son interlocuteur) [ 1mais si tu la stock trop longtemps elle est (en haussant les épaules comme pour signifier son impuissance) [ 2 plus bonne {ça vaut plus rien;(inaud.)} <P99,L8> 
O : [ 1 ouin: mais <P99,L9> 
O : [ 2 c’est ça <P99,L10> 
S : [ 2 parce que là [ 3 faudrait je m’a- (il étire les commissures de ses lèvres comme s’il envisageait quelque chose de désagréable puis il projette ses lèvres vers l’avant pour faire une moue comme en signe de découragement) <P99,L11> 
Y : [ 3 il te restera pas de quoi de beau là <P99,L12> 
O : [ 3 faut faut faut <P99,L13> 
O : d’après moi c’est c’est quasiment au jour ou aux deux jours tu fais bouillir ça/ <P99,L14> 
Y : <f<si tu en as pas ben ben là>> en hochant la tête négativement) ça vaut pas la peine de séparer l’eau pis tout {dans;Ø} le séparateur pis tout (0:08:31.0) <P99,L15> 
S : ah ben on en avait une écrémeuse mais là on a plus <P99,L16> 
Y : heille regarde là (en haussant une épaule comme en signe d’impuissance) [ 1 (inaud.) faut tu t- <P99,L17> 
O : [ 1 tu peux le passer où la troisième casserole [ 2 si tu veux/ <P99,L18> 
Y : [ 2 <f<là c’est le fun là [ 3 quand>> <P100,L1> 
S : [ 3MAIS mais c’est parce que c’est les: (.) c’est je veux pas brûler (en pointant devant lui comme pour désigner les casseroles dont il va parler) les autres [ 4 casseroles <P100,L2> 
Y : [ 4 (il hoche la tête affirmativement) <P100,L3> 
O : [ 4 tu les enlèves/ (en haussant les sourcils comme pour exprimer une évidence) <P100,L4> 
S : ben c’est parce que le poêle est à la longueur/ (en déplaçant sa main vers la droite comme pour représenter le sens de la longueur) <P100,L5> 
O : tu mets [ 1 une plaque de fer/ <P100,L6> 
Y : [ 1 ouin <P100,L7> 
S : {hum/;ouin/} <P100,L8> 
O : je suis [ 1 capable de t’avoir ça/ moi des plaques de fer pas trop chères <P100,L9> 
Y : [ 1 <p<ouin {moi itou;(inaud.)>> en hochant la tête affirmativement) <P100,L10> 
S : [ 1m’as checker ça <P100,L11> 
Y : [ 1 tu peux (inaud.) deux dernières/ tu mets une plaque de fer (en inclinant la tête comme pour exprimer une évidence) <P100,L12> 
S : heille moi oublie ça heille rien que nous-autres pour moi les d- trois premières auraient rien que [ 1 trois casseroles <P100,L13> 
Y : [ 1 (il hoche la tête affirmativement) [ 2 (il hoche la tête affirmativement) <P100,L14> 
S : [ 2 je pourrais m’en: m’en skipper quatre (dit en riant) <P100,L15> 
Y : ah il y a SEPT casseroles [ 1DOUBLE/ (en haussant les sourcils comme pour signifier sa surprise) (.) sept casseroles doubles (en faisant un mouvement de va-et-vient avec sa main comme pour représenter le caractère double des casseroles) eh [ 2 crisse <P100,L16> 
S : [ 1 (il hoche la tête affirmativement) <P100,L17> 
S : [ 2 rien que la première qui est [ 3 simple je pen- non/ sont toutes doubles <P100,L18> 
Y : [ 3 {il commence à y en avoir des affaires;(inaud.) (0:09:02.1) <P100,L19> 
Y : (il hoche la tête affirmativement) tabarnaque [ 1 ça ça fait de quoi de gros <P100,L20> 
O : [ 1 non parce {que:;que euh} toi de toute façon t’entailleras pas [ 2 ben ben plus que mille deux mille/ <P101,L1> 
S : [ 2 ben c’est <P101,L2> 
S : <p<es-tu fou malade toi>> j’entaille rien que la partie [ 1 chez: Léo euh Léo Caron (en pointant devant lui comme pour désigner l’endroit dont il parle) <P101,L3> 
Y : [ 1 heille mille deux mille à (en pointant devant lui comme pour insister sur ses propos) euh:: aux [ 2 chaudières c’est du stock (en inclinant la tête comme pour signifier son incrédulité) un gars tout seul oublie ça (en hochant la tête négativement) (.) [ 3 heille fais pas ça <P101,L4> 
S : [ 2 es-tu fou j- <P101,L5> 
S : [ 3 es-tu fou toi le malade <P101,L6> 
O : crisse tu vas avoir ta potte (en dodelinant de la tête comme pour signifier que ce n’est pas si difficile) [ 1 pi:s <P101,L7> 
Y : [ 1 <f<deux mille/ euh:: un gars tout seul au:x [ 2 chaudières (inaud.)>> en levant le menton comme pour insister sur ses propos) <P101,L8> 
O : [ 2 checke Labelle Labelle quand qu’il l’a fait le [ 3 dernier coup (RIRE) <P101,L9> 
Y : [ 3 ouin ils le font [ 4 plus non plus <P101,L10> 
S : [ 4 <f<ouin c’est [ 5 nous-autres qui les a courus câlisse>> <P101,L11> 
O : [ 5 ben oui c’est son p- (dit en riant) <P101,L12> 
Y : [ 1 (inaud.) <P101,L13> 
O : [ 1 c’est son père qui a il a fait euh: (dit en riant) cinquante heures en ligne [ 2 ostifie (0:09:30.2) <P101,L14> 
Y : [ 2 ah ils font plus hein/ <P101,L15> 
S : ben moi [ 1 je peux mettons euh <P101,L16> 
O : [ 1 Samy lui avait dit •je m’en occupe papa (en ouvrant ses mains comme pour signifier que la personne dont il parle prend les choses en main) (il donne un coup sur la table comme pour insister sur ses propos) je m’en occupe cette année° <P101,L17> 
S : Rémi Paré pis tout ça Bégin ça va venir m’aider/ mais (.) [ 1 ça va venir mais crisse (en laissant tomber sa main sur la table comme pour insister sur ses propos) à un moment donné [ 2 tu <P101,L18> 
O : [ 1 (il hausse les épaules en inclinant la tête comme pour exprimer la possibilité de ce que dit Sylvain) <P102,L1> 
Y : [ 2 ben ça va venir mais [ 3 faut pas que tu te fies sur {eux-autres;Ø} par exemple <P102,L2> 
O : [ 3 c’est parce que ça gruge [ 4 les profits {non plus/;(inaud.)} <P102,L3> 
S : [ 4 ben non faut pas que tu te fies sur eux-autres <P102,L4> 
Y : parce que quand euh: quand t’es tout seul là en tout cas un ga- (en inclinant la tête comme pour insister sur ses propos) une gang/ de un m’a dire de quoi c’est (.) [ 1 c’est pas mal d’ouvrage <P103,L1> 
O : [ 1 ah ça prend du monde parce que c’est en plus c’est si tu fais ça au tracteur ça prend un gars sur le tracteur/ (en haussant les sourcils comme pour insister sur ses propos) <P103,L2> 
S : ben non eux-autres c’est à la jument/ <P103,L3> 
Y : ah [ 1 oui ça ça va ben ça <P103,L4> 
O : [ 1 ah pis si le cheval est dompté tant mieux/ <P103,L5> 
S : j’ai la jument pis j’ai la: tonne (en tournant la tête vers la gauche comme pour désigner les éléments dont il parle) ostie tout <P103,L6> 
O : [ 1 ouin dans ce temps-là c’est moins pire/ <P103,L7> 
Y : [ 1 hum ça c’est <P103,L8> 
Y : ça c’est la vieille méthode pis crisse que c’est capoté [ 1 pareil <P103,L9> 
O : [ 1 c’est le fun <P103,L10> 
Y : tu fais ça à la [ 1 raquette (en hochant la tête négativement) <P103,L11> 
O : [ 1 à la raquette/ ostifie <P103,L12> 
Y : <p<{la jeunesse;(inaud.)}>> <P103,L13> 
O : dans le temps quand on allait chez euh:: [ 1 Janique Proulx nous-autres c’était ça <P103,L14> 
S : [ 1 en tracteur ça rentre pas <P103,L15> 
Y : [ 1 (il hoche la tête affirmativement) <P103,L16> 
S : [ 1 je suis pas capable d’y aller en tracteur dans le bois <P103,L17> 
O : avec le [ 1 cheval ostifie (0:00:31.0) <P103,L18> 
S : [ 1 avec la jument <P103,L19> 
Y : [ 1 (inaud.) (.) quand qu’on était jeunes on allait là nous-autres euh: en arrière de chez Ti-Dier là/ <P103,L20> 
S : (il hoche la tête affirmativement) <P103,L21> 
Y : chez son père (en pointant le menton vers la droite comme pour désigner l’endroit dont il parle) ostie (il hoche la tête négativement) [ 1 le grand-père avait ça (.) <f<notre cheval [ 2 là (.) si t’avais le malheur toi te (.) tu courais pis t’étais plus en arrière (en étirant ses bras vers la droite comme pour représenter quelqu’un qui se situe derrière) mais il en a un qui arrivait (.) en avant du cheval (en pointant sa main vers l’avant comme pour représenter quelqu’un qui se situe devant) avec sa chaudière là (en positionnant ses mains l’une au-dessus de l’autre comme s’il tenait une chaudière)>> <P104,L1> 
O : [ 1 eux-autres (en pointant le menton vers la gauche comme pour désigner les gens dont il parle) ils entaillent plus pantoute là <P104,L2> 
S : [ 2 non (dit pour répondre à Oscar) <P104,L3> 
S : eh [ 1 eh (inaud.) (en pointant devant lui comme pour représenter quelqu’un qui se situe devant) <P104,L4> 
O : [ 1 lui il avançait (en inclinant la tête comme pour représenter quelqu’un qui avance) <P104,L5> 
Y : [ 1 <ff<le cheval était dompté le cheval il sait que comme (en donnant un coup avec le tranchant de sa main droite dans la paume de sa main gauche comme pour représenter une instruction claire pour le cheval) (.) [ 2 il avance vis-à-vis du gars (en avançant son bras droit devant lui comme s’il montrait la trajectoire du cheval) qui est v- (en positionnant ses mains l’une au-dessus de l’autre comme pour représenter celui qui tient la chaudière) (.) [ 3 là toi t’es en arrière là (en pointant son pouce par-dessus son épaule) [ 4 t’en marchais un crisse de coup ostie (.) mais {tu le savais;t’sais il savait} [ 5 tabarnaque>> <P104,L6> 
S : [ 2 (il hoche la tête affirmativement) <P104,L7> 
O : [ 3 toi t’en marchais un: <P104,L8> 
S : [ 4 (RIRE) <P104,L9> 
O : [ 4 (RIRE) <P104,L10> 
S : [ 5 non c’est ça (.) m’as en parler [ 6 à Rino <P104,L11> 
Y : [ 6mais je peux te dire de quoi (en pointant vers Sylvain comme pour attirer son attention) que quand le soir mettons il le lâchait il s’en va à la grange (en pointant son index devant lui comme pour désigner l’endroit dont il parle) en ostie le cheval (en pointant son index vers le ciel tout en donnant un petit coup de poignet vers l’avant) il sait que (.) sa journée [ 7 est finie pis il s’en va manger (en hochant la tête affirmativement et en pointant son index devant lui comme pour désigner l’endroit dont il parle) <P104,L12> 
O : [ 7 comme le gros Rieux •envoye à la maison° (0:01:02.3) <P105,L1> 
Y : ah ouais <P105,L2> 
S : c’est ça faut j’en parle à Rino mais [ 1moi je serais {capable;à l’aise;(inaud.)} <P105,L3> 
Y : [ 1 le gros Rieux ostie il part du du camp ostie pis (.) ben: (en levant son menton comme pour insister sur ses propos) chaud [ 2 euh:: (en hochant la tête négativement) {t’sais tu fais;(inaud.)} •envoye à la m-° (en inclinant la tête vers l’arrière comme pour désigner l’endroit dont il parle) ouin c’est ça (.) •envoye à la maison° (.) i:l (dit en riant) il va se réveiller (en se penchant vers l’arrière comme pour représenter quelqu’un qui dormait) le cheval va avoir le nez drette dans la porte de la grange (en pointant sa main devant lui comme pour désigner l’endroit précis dont il parle) <P105,L4> 
S : [ 2 il s- (en inclinant la tête vers l’arrière comme pour désigner l’endroit dont il parle) il se COUCHE dans le fond de la carriole pis (.) qu’ils descendent à la maison <P105,L5> 
S : (RIRE) <P105,L6> 
O : il attend pour {rentrer;entrer} <P105,L7> 
S : ben oui <P105,L8> 
Y : heille nous-autres t’sais mon père euh: quand il les attelait là (.) on arrive on les détèle là (.) pas pas quand qu’ils ont du gaz pas mal/ là mais après la ride là (en traçant la trajectoire dans les airs avec son index) il arrive il lâche ça lousse drette dans la cour (en déplaçant sa main rapidement devant lui comme s’il laissait le cheval aller) pis le cheval (.) il il s’en va (en déplaçant sa main rapidement devant lui comme s’il laissait le cheval aller) tout de suite il: (en pointant sa main droit devant lui comme pour désigner l’endroit où le cheval va) [ 1 il se sauvera pas ouin (.) il co- il cherchera pas à se sauver là (.) [ 2 il sais qu’i:l (0:01:35.0) <P105,L9> 
